﻿type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
unknown,Early Stage App (ID: 3934560),3934560,,,,,,https://store.steampowered.com/app/3934560,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803500),3803500,,,,,,https://store.steampowered.com/app/3803500,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803490),3803490,,,,,,https://store.steampowered.com/app/3803490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869040),3869040,,,,,,https://store.steampowered.com/app/3869040,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803510),3803510,,,,,,https://store.steampowered.com/app/3803510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803520),3803520,,,,,,https://store.steampowered.com/app/3803520,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3508640),3508640,,,,,,https://store.steampowered.com/app/3508640,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3934640),3934640,,,,,,https://store.steampowered.com/app/3934640,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3377590),3377590,,,,,,https://store.steampowered.com/app/3377590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3901880),3901880,,,,,,https://store.steampowered.com/app/3901880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3934650),3934650,,,,,,https://store.steampowered.com/app/3934650,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3967420),3967420,,,,,,https://store.steampowered.com/app/3967420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3934660),3934660,,,,,,https://store.steampowered.com/app/3934660,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803600),3803600,,,,,,https://store.steampowered.com/app/3803600,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869150),3869150,,,,,,https://store.steampowered.com/app/3869150,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869170),3869170,,,,,,https://store.steampowered.com/app/3869170,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3901940),3901940,,,,,,https://store.steampowered.com/app/3901940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3770870),3770870,,,,,,https://store.steampowered.com/app/3770870,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3836410),3836410,,,,,,https://store.steampowered.com/app/3836410,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3901970),3901970,,,,,,https://store.steampowered.com/app/3901970,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869200),3869200,,,,,,https://store.steampowered.com/app/3869200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3967510),3967510,,,,,,https://store.steampowered.com/app/3967510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3410460),3410460,,,,,,https://store.steampowered.com/app/3410460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3410470),3410470,,,,,,https://store.steampowered.com/app/3410470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869230),3869230,,,,,,https://store.steampowered.com/app/3869230,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3672630),3672630,,,,,,https://store.steampowered.com/app/3672630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803720),3803720,,,,,,https://store.steampowered.com/app/3803720,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3967570),3967570,,,,,,https://store.steampowered.com/app/3967570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 1182293),1182293,,,,,,https://store.steampowered.com/app/1182293,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3934840),3934840,,,,,,https://store.steampowered.com/app/3934840,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3738250),3738250,,,,,,https://store.steampowered.com/app/3738250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3967630),3967630,,,,,,https://store.steampowered.com/app/3967630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869330),3869330,,,,,,https://store.steampowered.com/app/3869330,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902100),3902100,,,,,,https://store.steampowered.com/app/3902100,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869400),3869400,,,,,,https://store.steampowered.com/app/3869400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902190),3902190,,,,,,https://store.steampowered.com/app/3902190,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3541760),3541760,,,,,,https://store.steampowered.com/app/3541760,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3803930),3803930,,,,,,https://store.steampowered.com/app/3803930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3738400),3738400,,,,,,https://store.steampowered.com/app/3738400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902260),3902260,,,,,,https://store.steampowered.com/app/3902260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869510),3869510,,,,,,https://store.steampowered.com/app/3869510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902280),3902280,,,,,,https://store.steampowered.com/app/3902280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3181410),3181410,,,,,,https://store.steampowered.com/app/3181410,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3672930),3672930,,,,,,https://store.steampowered.com/app/3672930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869550),3869550,,,,,,https://store.steampowered.com/app/3869550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3017590),3017590,,,,,,https://store.steampowered.com/app/3017590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3935130),3935130,,,,,,https://store.steampowered.com/app/3935130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3476390),3476390,,,,,,https://store.steampowered.com/app/3476390,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869620),3869620,,,,,,https://store.steampowered.com/app/3869620,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3967930),3967930,,,,,,https://store.steampowered.com/app/3967930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902400),3902400,,,,,,https://store.steampowered.com/app/3902400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3279830),3279830,,,,,,https://store.steampowered.com/app/3279830,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3345380),3345380,,,,,,https://store.steampowered.com/app/3345380,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869680),3869680,,,,,,https://store.steampowered.com/app/3869680,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3771380),3771380,,,,,,https://store.steampowered.com/app/3771380,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3345400),3345400,,,,,,https://store.steampowered.com/app/3345400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3836920),3836920,,,,,,https://store.steampowered.com/app/3836920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3345410),3345410,,,,,,https://store.steampowered.com/app/3345410,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869700),3869700,,,,,,https://store.steampowered.com/app/3869700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3345420),3345420,,,,,,https://store.steampowered.com/app/3345420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3935240),3935240,,,,,,https://store.steampowered.com/app/3935240,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968020),3968020,,,,,,https://store.steampowered.com/app/3968020,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869740),3869740,,,,,,https://store.steampowered.com/app/3869740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2100280),2100280,,,,,,https://store.steampowered.com/app/2100280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3738680),3738680,,,,,,https://store.steampowered.com/app/3738680,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3279930),3279930,,,,,,https://store.steampowered.com/app/3279930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3673170),3673170,,,,,,https://store.steampowered.com/app/3673170,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3279960),3279960,,,,,,https://store.steampowered.com/app/3279960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902570),3902570,,,,,,https://store.steampowered.com/app/3902570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3509370),3509370,,,,,,https://store.steampowered.com/app/3509370,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3869830),3869830,,,,,,https://store.steampowered.com/app/3869830,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968140),3968140,,,,,,https://store.steampowered.com/app/3968140,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968150),3968150,,,,,,https://store.steampowered.com/app/3968150,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3804320),3804320,,,,,,https://store.steampowered.com/app/3804320,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2264280),2264280,,,,,,https://store.steampowered.com/app/2264280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 462050),462050,,,,,,https://store.steampowered.com/app/462050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902730),3902730,,,,,,https://store.steampowered.com/app/3902730,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3771670),3771670,,,,,,https://store.steampowered.com/app/3771670,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968290),3968290,,,,,,https://store.steampowered.com/app/3968290,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968310),3968310,,,,,,https://store.steampowered.com/app/3968310,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3804480),3804480,,,,,,https://store.steampowered.com/app/3804480,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3837250),3837250,,,,,,https://store.steampowered.com/app/3837250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3804490),3804490,,,,,,https://store.steampowered.com/app/3804490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3444060),3444060,,,,,,https://store.steampowered.com/app/3444060,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902830),3902830,,,,,,https://store.steampowered.com/app/3902830,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3771760),3771760,,,,,,https://store.steampowered.com/app/3771760,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3018120),3018120,,,,,,https://store.steampowered.com/app/3018120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902860),3902860,,,,,,https://store.steampowered.com/app/3902860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968400),3968400,,,,,,https://store.steampowered.com/app/3968400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3870100),3870100,,,,,,https://store.steampowered.com/app/3870100,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3313050),3313050,,,,,,https://store.steampowered.com/app/3313050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3313060),3313060,,,,,,https://store.steampowered.com/app/3313060,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968450),3968450,,,,,,https://store.steampowered.com/app/3968450,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3870160),3870160,,,,,,https://store.steampowered.com/app/3870160,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3542490),3542490,,,,,,https://store.steampowered.com/app/3542490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3083740),3083740,,,,,,https://store.steampowered.com/app/3083740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3902940),3902940,,,,,,https://store.steampowered.com/app/3902940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3739110),3739110,,,,,,https://store.steampowered.com/app/3739110,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968490),3968490,,,,,,https://store.steampowered.com/app/3968490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3870200),3870200,,,,,,https://store.steampowered.com/app/3870200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968510),3968510,,,,,,https://store.steampowered.com/app/3968510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3771940),3771940,,,,,,https://store.steampowered.com/app/3771940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3804710),3804710,,,,,,https://store.steampowered.com/app/3804710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3968550),3968550,,,,,,https://store.steampowered.com/app/3968550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3804720),3804720,,,,,,https://store.steampowered.com/app/3804720,early_stage,error,False,未知,,,,,,2025-08-22
